image_path,steering_angle,label
Circuito Medio Invertido/turn_right/20250614_102229_554716.jpg,0.096,turn_right
Middle Section Normal/straight/20250616_211004_579921.jpg,-0.008,straight
Middle Section Normal Extra/turn_right/20250618_195800_030620.jpg,0.096,turn_right
Dark Section/turn_left/20250618_201810_405141.jpg,-0.082,turn_left
Dark Section Extra/turn_left/20250618_204923_051927.jpg,-0.038,turn_left
Middle Section Normal Extra/turn_right/20250618_195954_902270.jpg,0.038,turn_right
Middle Section Normal Extra/turn_left/20250618_195724_824028.jpg,-0.066,turn_left
Circuito Normal/turn_left/20250614_095624_525847.jpg,-0.04,turn_left
Dark Section Extra/turn_left/20250618_204813_541160.jpg,-0.054,turn_left
Middle Section Normal Extra/turn_right/20250618_195700_437396.jpg,0.09,turn_right
Circuito Medio Normal/straight/20250614_101605_594644.jpg,-0.02,straight
Circuito Invertido/turn_right/20250614_100108_540834.jpg,0.056,turn_right
Circuito Medio Normal/straight/20250614_101451_030279.jpg,-0.004,straight
Middle Section Normal/turn_right/20250616_211328_891973.jpg,0.07,turn_right
Maniobras/straight/20250621_112218_203955.jpg,-0.012,straight
Dark Section/turn_left/20250618_201917_476638.jpg,-0.032,turn_left
Circuito Invertido/straight/20250614_100341_636093.jpg,0.0,straight
Circuito Invertido/straight/20250614_101110_828567.jpg,-0.004,straight
Maniobras/turn_right/20250621_112448_987985.jpg,0.172,turn_right
Maniobras/straight/20250621_112433_481368.jpg,-0.022,straight
Circuito Invertido/straight/20250614_101301_504347.jpg,-0.004,straight
Circuito Medio Normal/straight/20250614_101511_743228.jpg,0.004,straight
Maniobras/straight/20250621_112232_316349.jpg,0.026,straight
Circuito Invertido/turn_right/20250614_100257_278323.jpg,0.072,turn_right
Circuito Normal/straight/20250614_095324_903135.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_101156_647570.jpg,0.032,turn_right
Circuito Normal/turn_left/20250614_094022_081842.jpg,-0.085,turn_left
Circuito Normal/straight/20250614_094418_027487.jpg,-0.01,straight
Circuito Normal/turn_right/20250614_094627_855802.jpg,0.105,turn_right
Circuito Medio Invertido/straight/20250614_101931_369721.jpg,0.02,straight
Circuito Invertido/straight/20250614_100346_601572.jpg,0.024,straight
Circuito Medio Invertido/turn_right/20250614_101919_030130.jpg,0.064,turn_right
Middle Section Normal Extra/turn_left/20250618_200023_526031.jpg,-0.058,turn_left
Circuito Invertido/turn_right/20250614_100253_450716.jpg,0.076,turn_right
Circuito Normal/straight/20250614_095255_069707.jpg,0.015,straight
Middle Section Normal Extra/turn_left/20250618_195715_984737.jpg,-0.054,turn_left
Circuito Normal/straight/20250614_095711_535950.jpg,-0.02,straight
Circuito Normal/straight/20250614_094647_365943.jpg,0.01,straight
Circuito Normal/straight/20250614_094328_473553.jpg,0.0,straight
Circuito Normal/turn_right/20250614_094150_401770.jpg,0.1,turn_right
Circuito Normal/turn_right/20250614_094624_715742.jpg,0.06,turn_right
Circuito Invertido/straight/20250614_101249_582148.jpg,0.024,straight
Circuito Medio Invertido/turn_right/20250614_102109_183360.jpg,0.064,turn_right
Circuito Medio Normal/turn_left/20250614_101747_413278.jpg,-0.06,turn_left
Middle Section Normal Extra/turn_left/20250618_195730_656010.jpg,-0.05,turn_left
Middle Section Normal/straight/20250616_211324_262069.jpg,-0.002,straight
Circuito Normal/straight/20250614_094617_461003.jpg,-0.005,straight
Maniobras/turn_right/20250621_112411_425944.jpg,0.042,turn_right
Middle Section Normal Extra/turn_right/20250618_200003_294994.jpg,0.092,turn_right
Dark Section/turn_left/20250618_201811_118040.jpg,-0.082,turn_left
Dark Section Extra/straight/20250618_204958_591972.jpg,-0.024,straight
Dark Section/turn_left/20250618_201855_103804.jpg,-0.054,turn_left
Circuito Normal/turn_left/20250614_095112_813317.jpg,-0.1,turn_left
Circuito Normal/straight/20250614_094316_611006.jpg,-0.005,straight
Circuito Normal/straight/20250614_095604_155764.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095135_603428.jpg,-0.07,turn_left
Circuito Normal/straight/20250614_094041_936058.jpg,0.0,straight
Circuito Normal/straight/20250614_095411_812842.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_100751_280407.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100304_229871.jpg,0.088,turn_right
Circuito Normal/turn_left/20250614_095445_998804.jpg,-0.05,turn_left
Maniobras/straight/20250621_112504_798035.jpg,0.012,straight
Circuito Normal/straight/20250614_094946_643605.jpg,-0.005,straight
Middle Section Normal/turn_left/20250616_211400_767548.jpg,-0.074,turn_left
Circuito Normal/turn_left/20250614_094358_775353.jpg,-0.04,turn_left
Circuito Invertido/turn_right/20250614_100722_169126.jpg,0.076,turn_right
Circuito Normal/turn_left/20250614_094113_103976.jpg,-0.04,turn_left
Circuito Invertido/turn_right/20250614_100907_604818.jpg,0.096,turn_right
Circuito Normal/straight/20250614_094713_844609.jpg,-0.01,straight
Middle Section Normal Extra/turn_left/20250618_195724_824028.jpg,-0.066,turn_left
Maniobras/turn_right/20250621_112331_251224.jpg,0.038,turn_right
Circuito Normal/straight/20250614_094426_327935.jpg,-0.005,straight
Dark Section/turn_left/20250618_201825_734425.jpg,-0.08,turn_left
Middle Section Normal/turn_right/20250616_211328_239163.jpg,0.07,turn_right
Circuito Medio Invertido/turn_right/20250614_101937_193526.jpg,0.084,turn_right
Middle Section Normal Extra/straight/20250618_195904_830402.jpg,0.022,straight
Circuito Normal/straight/20250614_094431_591865.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_100526_717721.jpg,0.084,turn_right
Circuito Normal/straight/20250614_095654_689777.jpg,-0.015,straight
Circuito Invertido/turn_right/20250614_100722_993794.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100102_396876.jpg,0.044,turn_right
Circuito Medio Invertido/straight/20250614_102028_409796.jpg,0.004,straight
Circuito Invertido/turn_right/20250614_100814_605753.jpg,0.04,turn_right
Circuito Normal/straight/20250614_095443_512737.jpg,-0.03,turn_left
Middle Section Normal/turn_right/20250616_211125_747446.jpg,0.046,turn_right
Middle Section Normal/turn_right/20250616_211334_013611.jpg,0.07,turn_right
Circuito Medio Invertido/turn_right/20250614_102123_589864.jpg,0.072,turn_right
Circuito Normal/turn_left/20250614_095738_470970.jpg,-0.095,turn_left
Circuito Normal/straight/20250614_094125_542145.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095609_667589.jpg,-0.06,turn_left
Middle Section Normal Extra/turn_left/20250618_195615_023994.jpg,-0.054,turn_left
Circuito Invertido/turn_right/20250614_100639_207319.jpg,0.084,turn_right
Circuito Normal/turn_left/20250614_094919_821727.jpg,-0.04,turn_left
Circuito Invertido/straight/20250614_101257_862045.jpg,0.008,straight
Middle Section Normal Extra/turn_right/20250618_195601_347313.jpg,0.032,turn_right
Dark Section Extra/straight/20250618_205006_618963.jpg,-0.002,straight
Circuito Invertido/turn_right/20250614_100609_197736.jpg,0.052,turn_right
Circuito Medio Invertido/straight/20250614_102152_107822.jpg,-0.0,straight
Circuito Normal/straight/20250614_095522_286976.jpg,0.005,straight
Middle Section Normal Extra/turn_right/20250618_200002_787206.jpg,0.108,turn_right
Circuito Normal/turn_left/20250614_094722_781050.jpg,-0.065,turn_left
Circuito Medio Invertido/turn_right/20250614_101939_014596.jpg,0.064,turn_right
Middle Section Normal Extra/turn_left/20250618_195714_848831.jpg,-0.054,turn_left
Middle Section Normal/turn_right/20250616_211233_005241.jpg,0.09,turn_right
Circuito Invertido/straight/20250614_100243_011770.jpg,0.004,straight
Circuito Invertido/turn_right/20250614_100743_756723.jpg,0.036,turn_right
Middle Section Normal Extra/turn_right/20250618_200102_557884.jpg,0.072,turn_right
Middle Section Normal Extra/turn_left/20250618_195708_742820.jpg,-0.068,turn_left
Circuito Medio Invertido/turn_right/20250614_102023_009121.jpg,0.064,turn_right
Middle Section Normal/turn_right/20250616_211331_201684.jpg,0.07,turn_right
Middle Section Normal/turn_left/20250616_211114_682733.jpg,-0.064,turn_left
Circuito Medio Normal/straight/20250614_101524_056613.jpg,-0.012,straight
Circuito Normal/straight/20250614_095343_430148.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211011_708358.jpg,0.092,turn_right
Circuito Invertido/straight/20250614_100128_851106.jpg,-0.012,straight
Circuito Normal/turn_left/20250614_094708_067568.jpg,-0.075,turn_left
Circuito Normal/straight/20250614_095454_607660.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_100300_740218.jpg,0.088,turn_right
Circuito Normal/straight/20250614_094507_241014.jpg,0.0,straight
Dark Section/turn_left/20250618_201901_592900.jpg,-0.07,turn_left
Dark Section/turn_left/20250618_201808_913290.jpg,-0.098,turn_left
Circuito Invertido/turn_right/20250614_101101_816138.jpg,0.056,turn_right
Circuito Invertido/turn_right/20250614_101030_523909.jpg,0.044,turn_right
Circuito Normal/turn_left/20250614_094834_181310.jpg,-0.06,turn_left
Middle Section Normal/turn_left/20250616_211205_924036.jpg,-0.044,turn_left
Middle Section Normal Extra/turn_right/20250618_195915_888723.jpg,0.09,turn_right
Circuito Invertido/straight/20250614_100100_730965.jpg,0.028,straight
Circuito Medio Invertido/turn_right/20250614_101922_039975.jpg,0.088,turn_right
Circuito Invertido/turn_right/20250614_100146_233502.jpg,0.072,turn_right
Circuito Invertido/straight/20250614_101133_919344.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_093955_756903.jpg,-0.035,turn_left
Middle Section Normal Extra/turn_right/20250618_195607_932403.jpg,0.09,turn_right
Circuito Medio Invertido/straight/20250614_102001_262871.jpg,-0.0,straight
Circuito Invertido/turn_left/20250614_101158_659386.jpg,-0.072,turn_left
Circuito Normal/turn_left/20250614_094752_860652.jpg,-0.075,turn_left
Dark Section/turn_left/20250618_201839_197799.jpg,-0.054,turn_left
Circuito Invertido/turn_right/20250614_100815_084757.jpg,0.04,turn_right
Circuito Medio Normal/straight/20250614_101439_713767.jpg,-0.008,straight
Middle Section Normal Extra/turn_right/20250618_195702_251424.jpg,0.09,turn_right
Circuito Normal/turn_left/20250614_095152_125340.jpg,-0.035,turn_left
Middle Section Normal/turn_left/20250616_210953_528990.jpg,-0.056,turn_left
Middle Section Normal/turn_left/20250616_211022_061947.jpg,-0.06,turn_left
Circuito Invertido/straight/20250614_101134_744319.jpg,-0.008,straight
Circuito Medio Normal/turn_left/20250614_101731_439450.jpg,-0.056,turn_left
Circuito Normal/turn_left/20250614_094724_425087.jpg,-0.085,turn_left
Circuito Normal/straight/20250614_094854_330473.jpg,0.005,straight
Circuito Medio Normal/straight/20250614_101544_996381.jpg,0.0,straight
Circuito Invertido/straight/20250614_100706_754823.jpg,0.0,straight
Dark Section/turn_left/20250618_201805_084896.jpg,-0.044,turn_left
Dark Section/turn_left/20250618_201914_329339.jpg,-0.106,turn_left
Circuito Normal/straight/20250614_094042_446242.jpg,0.0,straight
Maniobras/straight/20250621_112256_762943.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100903_794578.jpg,0.096,turn_right
Middle Section Normal Extra/turn_left/20250618_200010_047758.jpg,-0.052,turn_left
Middle Section Normal/straight/20250616_211124_914458.jpg,-0.006,straight
Circuito Normal/turn_left/20250614_095354_964830.jpg,-0.075,turn_left
Circuito Normal/turn_left/20250614_094449_666522.jpg,-0.045,turn_left
Circuito Normal/turn_left/20250614_095152_465400.jpg,-0.035,turn_left
Circuito Normal/turn_left/20250614_094230_240847.jpg,-0.07,turn_left
Circuito Normal/turn_left/20250614_095539_153732.jpg,-0.065,turn_left
Maniobras/turn_right/20250621_112449_642013.jpg,0.194,turn_right
Circuito Normal/straight/20250614_094659_486653.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100609_018090.jpg,0.08,turn_right
Middle Section Normal Extra/turn_left/20250618_195716_337654.jpg,-0.054,turn_left
Circuito Normal/turn_left/20250614_095156_277571.jpg,-0.07,turn_left
Middle Section Normal/turn_left/20250616_211029_823690.jpg,-0.066,turn_left
Circuito Normal/straight/20250614_094240_382950.jpg,0.005,straight
Circuito Normal/turn_right/20250614_094621_263052.jpg,0.06,turn_right
Dark Section Extra/straight/20250618_204935_939585.jpg,0.0,straight
Circuito Invertido/turn_left/20250614_100911_259720.jpg,-0.048,turn_left
Circuito Normal/turn_right/20250614_094627_696826.jpg,0.105,turn_right
Middle Section Normal Extra/straight/20250618_195653_864543.jpg,0.02,straight
Middle Section Normal/turn_left/20250616_210957_319455.jpg,-0.07,turn_left
Circuito Medio Normal/turn_left/20250614_101632_159199.jpg,-0.032,turn_left
Dark Section Extra/turn_left/20250618_204959_088177.jpg,-0.082,turn_left
Dark Section/turn_left/20250618_201812_579921.jpg,-0.058,turn_left
Middle Section Normal Extra/turn_left/20250618_200023_192823.jpg,-0.058,turn_left
Middle Section Normal Extra/turn_left/20250618_195937_771136.jpg,-0.06,turn_left
Circuito Invertido/turn_right/20250614_100326_415473.jpg,0.072,turn_right
Circuito Invertido/turn_right/20250614_101107_004512.jpg,0.08,turn_right
Middle Section Normal Extra/turn_left/20250618_200032_735247.jpg,-0.066,turn_left
Circuito Normal/straight/20250614_094343_575477.jpg,0.0,straight
Middle Section Normal/turn_left/20250616_210950_553334.jpg,-0.064,turn_left
Circuito Invertido/straight/20250614_100223_479557.jpg,-0.012,straight
Circuito Normal/straight/20250614_094910_518146.jpg,0.0,straight
Middle Section Normal/turn_left/20250616_211359_597196.jpg,-0.074,turn_left
Circuito Normal/straight/20250614_094524_315659.jpg,0.015,straight
Circuito Normal/straight/20250614_094034_025824.jpg,0.0,straight
Circuito Normal/straight/20250614_095505_871488.jpg,0.0,straight
Circuito Normal/straight/20250614_095523_257359.jpg,0.005,straight
Circuito Normal/straight/20250614_095639_987391.jpg,-0.005,straight
Circuito Normal/turn_left/20250614_094543_444621.jpg,-0.045,turn_left
Circuito Invertido/straight/20250614_100713_198137.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100610_509128.jpg,0.052,turn_right
Circuito Invertido/straight/20250614_100434_138564.jpg,0.004,straight
Circuito Normal/turn_left/20250614_094836_167153.jpg,-0.085,turn_left
Circuito Invertido/turn_right/20250614_101106_672999.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_095607_993727.jpg,-0.07,turn_left
Circuito Medio Normal/straight/20250614_101600_597287.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100531_013612.jpg,0.06,turn_right
Circuito Invertido/turn_right/20250614_100724_000699.jpg,0.056,turn_right
Dark Section/turn_left/20250618_201812_418516.jpg,-0.058,turn_left
Middle Section Normal Extra/turn_left/20250618_200123_427215.jpg,-0.06,turn_left
Circuito Normal/turn_right/20250614_095530_859527.jpg,0.085,turn_right
Circuito Normal/straight/20250614_094345_712707.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_200055_595237.jpg,0.036,turn_right
Circuito Normal/straight/20250614_095209_140491.jpg,-0.015,straight
Circuito Medio Invertido/turn_right/20250614_102211_215984.jpg,0.076,turn_right
Middle Section Normal/turn_left/20250616_211308_778242.jpg,-0.058,turn_left
Middle Section Normal Extra/straight/20250618_195951_120335.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_195911_405347.jpg,0.084,turn_right
Dark Section/turn_left/20250618_201848_326327.jpg,-0.09,turn_left
Maniobras/turn_left/20250621_112445_490141.jpg,-0.12,turn_left
Circuito Invertido/straight/20250614_100406_497462.jpg,0.004,straight
Dark Section/turn_left/20250618_201929_247219.jpg,-0.062,turn_left
Circuito Normal/straight/20250614_094715_328130.jpg,0.02,straight
Circuito Medio Invertido/turn_right/20250614_101949_110268.jpg,0.072,turn_right
Circuito Invertido/straight/20250614_100841_527452.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_095609_985677.jpg,-0.06,turn_left
Middle Section Normal/turn_right/20250616_211337_487540.jpg,0.088,turn_right
Middle Section Normal Extra/turn_left/20250618_200020_068113.jpg,-0.058,turn_left
Circuito Invertido/straight/20250614_101310_102292.jpg,-0.004,straight
Circuito Normal/straight/20250614_095622_393071.jpg,0.01,straight
Circuito Normal/straight/20250614_094959_200196.jpg,-0.025,straight
Middle Section Normal Extra/turn_left/20250618_195707_717212.jpg,-0.068,turn_left
Circuito Invertido/turn_right/20250614_100438_319895.jpg,0.068,turn_right
Circuito Invertido/turn_right/20250614_100719_663538.jpg,0.092,turn_right
Circuito Invertido/straight/20250614_100224_946747.jpg,-0.008,straight
Circuito Normal/straight/20250614_095712_035149.jpg,0.015,straight
Circuito Normal/turn_left/20250614_095312_540895.jpg,-0.035,turn_left
Circuito Normal/turn_left/20250614_095627_464568.jpg,-0.06,turn_left
Circuito Medio Normal/straight/20250614_101523_551871.jpg,-0.024,straight
Middle Section Normal Extra/turn_left/20250618_195730_835079.jpg,-0.042,turn_left
Circuito Normal/turn_left/20250614_095117_461194.jpg,-0.04,turn_left
Circuito Invertido/straight/20250614_100456_402845.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100747_422405.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100952_870249.jpg,0.072,turn_right
Circuito Normal/turn_left/20250614_094705_131932.jpg,-0.075,turn_left
Middle Section Normal Extra/turn_left/20250618_195722_545865.jpg,-0.066,turn_left
Circuito Normal/turn_left/20250614_095536_827091.jpg,-0.065,turn_left
Dark Section/straight/20250618_201759_226799.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_101214_465392.jpg,0.08,turn_right
Middle Section Normal/straight/20250616_211318_661252.jpg,-0.02,straight
Circuito Medio Normal/turn_left/20250614_101630_003521.jpg,-0.048,turn_left
Circuito Normal/turn_left/20250614_095632_086291.jpg,-0.07,turn_left
Maniobras/turn_right/20250621_112506_283261.jpg,0.058,turn_right
Circuito Invertido/straight/20250614_100558_912351.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102231_579040.jpg,0.072,turn_right
Circuito Invertido/turn_right/20250614_101147_954892.jpg,0.104,turn_right
Circuito Normal/turn_left/20250614_094832_193087.jpg,-0.06,turn_left
Circuito Invertido/straight/20250614_100849_380667.jpg,-0.0,straight
Circuito Normal/straight/20250614_095653_708275.jpg,0.02,straight
Circuito Medio Invertido/turn_right/20250614_102217_704129.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100305_393086.jpg,0.048,turn_right
Maniobras/turn_left/20250621_112502_655370.jpg,-0.04,turn_left
Middle Section Normal Extra/turn_right/20250618_195756_380801.jpg,0.096,turn_right
Middle Section Normal Extra/turn_left/20250618_195625_454707.jpg,-0.062,turn_left
Circuito Medio Invertido/turn_right/20250614_101932_067328.jpg,0.04,turn_right
Circuito Normal/turn_left/20250614_094022_731753.jpg,-0.085,turn_left
Dark Section Extra/turn_left/20250618_204926_735284.jpg,-0.068,turn_left
Circuito Invertido/turn_right/20250614_100325_587941.jpg,0.072,turn_right
Middle Section Normal/turn_right/20250616_211129_052676.jpg,0.08,turn_right
Circuito Invertido/straight/20250614_100829_279293.jpg,-0.008,straight
Circuito Invertido/straight/20250614_100916_764124.jpg,0.008,straight
Circuito Normal/straight/20250614_095511_384764.jpg,-0.025,straight
Circuito Invertido/straight/20250614_101209_789902.jpg,0.016,straight
Circuito Invertido/turn_right/20250614_100745_766651.jpg,0.064,turn_right
Circuito Invertido/turn_right/20250614_101246_441130.jpg,0.044,turn_right
Circuito Normal/straight/20250614_094522_836744.jpg,0.0,straight
Circuito Normal/straight/20250614_094042_606544.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101555_810448.jpg,-0.056,turn_left
Circuito Normal/turn_right/20250614_094626_863647.jpg,0.105,turn_right
Circuito Normal/turn_left/20250614_094923_955468.jpg,-0.08,turn_left
Middle Section Normal Extra/turn_left/20250618_195638_777266.jpg,-0.03,turn_left
Middle Section Normal/turn_left/20250616_211028_019141.jpg,-0.036,turn_left
Circuito Medio Invertido/turn_right/20250614_102216_020517.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100904_960203.jpg,0.096,turn_right
Circuito Medio Normal/turn_left/20250614_101713_109604.jpg,-0.044,turn_left
Circuito Medio Normal/turn_left/20250614_101735_606391.jpg,-0.068,turn_left
Circuito Invertido/turn_right/20250614_100146_569129.jpg,0.072,turn_right
Circuito Normal/straight/20250614_095233_247043.jpg,-0.01,straight
Circuito Medio Normal/straight/20250614_101728_781254.jpg,-0.016,straight
Middle Section Normal/turn_left/20250616_211217_466799.jpg,-0.06,turn_left
Dark Section/turn_left/20250618_201808_407717.jpg,-0.098,turn_left
Middle Section Normal Extra/turn_left/20250618_195819_436206.jpg,-0.072,turn_left
Middle Section Normal Extra/straight/20250618_195751_277038.jpg,0.018,straight
Circuito Normal/straight/20250614_095506_377570.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100255_254030.jpg,0.096,turn_right
Circuito Normal/straight/20250614_095437_841742.jpg,-0.015,straight
Circuito Invertido/turn_right/20250614_100819_079545.jpg,0.04,turn_right
Circuito Invertido/turn_right/20250614_101212_974398.jpg,0.056,turn_right
Circuito Medio Invertido/turn_right/20250614_102005_595232.jpg,0.072,turn_right
Circuito Normal/straight/20250614_095214_312532.jpg,-0.015,straight
Circuito Medio Normal/turn_left/20250614_101737_434570.jpg,-0.04,turn_left
Circuito Medio Normal/turn_left/20250614_101756_624019.jpg,-0.032,turn_left
Middle Section Normal Extra/turn_left/20250618_195628_478328.jpg,-0.08,turn_left
Middle Section Normal Extra/turn_right/20250618_195752_910507.jpg,0.032,turn_right
Circuito Normal/straight/20250614_094340_098402.jpg,0.0,straight
Circuito Medio Invertido/straight/20250614_102018_368214.jpg,-0.0,straight
Middle Section Normal Extra/turn_right/20250618_195754_060205.jpg,0.096,turn_right
Circuito Medio Invertido/turn_right/20250614_102303_552858.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094332_793012.jpg,0.01,straight
Circuito Normal/straight/20250614_094423_314317.jpg,0.015,straight
Circuito Normal/turn_right/20250614_094627_696826.jpg,0.105,turn_right
Circuito Normal/turn_right/20250614_094620_932878.jpg,0.06,turn_right
Circuito Normal/straight/20250614_095202_407216.jpg,-0.015,straight
Middle Section Normal/turn_left/20250616_211030_324247.jpg,-0.066,turn_left
Circuito Invertido/straight/20250614_101025_884811.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_100254_931243.jpg,0.076,turn_right
Maniobras/turn_right/20250621_112407_606645.jpg,0.042,turn_right
Circuito Invertido/turn_right/20250614_100818_923486.jpg,0.04,turn_right
Middle Section Normal Extra/turn_left/20250618_195617_987952.jpg,-0.066,turn_left
Circuito Invertido/turn_right/20250614_101149_955959.jpg,0.104,turn_right
Circuito Normal/straight/20250614_094419_695303.jpg,-0.01,straight
Middle Section Normal/turn_right/20250616_211337_487540.jpg,0.088,turn_right
Circuito Normal/turn_right/20250614_094622_567291.jpg,0.06,turn_right
Circuito Medio Invertido/straight/20250614_102203_256443.jpg,0.016,straight
Middle Section Normal Extra/turn_left/20250618_200106_251883.jpg,-0.056,turn_left
Middle Section Normal Extra/turn_left/20250618_195633_529833.jpg,-0.08,turn_left
Circuito Normal/straight/20250614_095011_936487.jpg,-0.01,straight
Circuito Invertido/turn_right/20250614_100906_946027.jpg,0.096,turn_right
Circuito Invertido/turn_right/20250614_100724_815289.jpg,0.08,turn_right
Circuito Normal/turn_left/20250614_094208_877639.jpg,-0.065,turn_left
Circuito Invertido/turn_right/20250614_100321_737355.jpg,0.064,turn_right
Circuito Normal/turn_left/20250614_094205_569270.jpg,-0.09,turn_left
Circuito Invertido/turn_right/20250614_100641_509958.jpg,0.084,turn_right
Circuito Normal/turn_left/20250614_095611_987349.jpg,-0.055,turn_left
Circuito Normal/straight/20250614_094645_885380.jpg,-0.01,straight
Circuito Normal/straight/20250614_094001_056486.jpg,0.0,straight
Circuito Medio Invertido/straight/20250614_102206_260690.jpg,-0.008,straight
Dark Section/turn_left/20250618_201913_353368.jpg,-0.106,turn_left
Middle Section Normal Extra/turn_right/20250618_195701_428133.jpg,0.09,turn_right
Circuito Normal/turn_right/20250614_093959_394284.jpg,0.04,turn_right
Circuito Invertido/straight/20250614_100115_625291.jpg,-0.004,straight
Circuito Normal/turn_left/20250614_095740_943662.jpg,-0.06,turn_left
Middle Section Normal Extra/turn_right/20250618_195607_112400.jpg,0.09,turn_right
Circuito Normal/straight/20250614_095250_263208.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_100526_391333.jpg,0.052,turn_right
Circuito Invertido/straight/20250614_101043_158693.jpg,-0.0,straight
Circuito Medio Normal/straight/20250614_101508_434179.jpg,0.008,straight
Circuito Normal/turn_left/20250614_095044_104792.jpg,-0.055,turn_left
Circuito Medio Invertido/turn_right/20250614_102131_955522.jpg,0.032,turn_right
Circuito Invertido/turn_right/20250614_100305_064393.jpg,0.06,turn_right
Circuito Normal/straight/20250614_095352_489135.jpg,0.0,straight
Circuito Normal/straight/20250614_094648_716287.jpg,0.0,straight
Middle Section Normal Extra/turn_right/20250618_195908_810196.jpg,0.046,turn_right
Middle Section Normal Extra/straight/20250618_195907_137176.jpg,0.022,straight
Circuito Normal/straight/20250614_094901_614384.jpg,-0.005,straight
Circuito Normal/turn_left/20250614_094645_057380.jpg,-0.055,turn_left
Circuito Normal/turn_left/20250614_095447_493235.jpg,-0.05,turn_left
Circuito Normal/turn_left/20250614_094631_485145.jpg,-0.085,turn_left
Maniobras/turn_left/20250621_112402_453061.jpg,-0.08,turn_left
Middle Section Normal Extra/turn_right/20250618_195955_900162.jpg,0.052,turn_right
Middle Section Normal Extra/turn_left/20250618_200024_760178.jpg,-0.058,turn_left
Circuito Normal/straight/20250614_094239_881044.jpg,0.005,straight
Circuito Invertido/turn_right/20250614_100748_093686.jpg,0.092,turn_right
Circuito Medio Normal/straight/20250614_101602_765655.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102210_374939.jpg,0.036,turn_right
Circuito Medio Invertido/straight/20250614_102116_797736.jpg,0.008,straight
Circuito Normal/turn_left/20250614_095108_521760.jpg,-0.09,turn_left
Dark Section/straight/20250618_201918_958087.jpg,-0.03,turn_left
Middle Section Normal Extra/turn_right/20250618_195908_965622.jpg,0.046,turn_right
Circuito Normal/straight/20250614_094619_266491.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211132_680945.jpg,0.08,turn_right
Middle Section Normal Extra/turn_right/20250618_195756_853305.jpg,0.096,turn_right
Circuito Medio Normal/turn_left/20250614_101721_272075.jpg,-0.068,turn_left
Middle Section Normal Extra/turn_left/20250618_195821_105631.jpg,-0.072,turn_left
Circuito Invertido/straight/20250614_100136_972455.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100228_581468.jpg,0.1,turn_right
Circuito Invertido/straight/20250614_100914_759626.jpg,0.028,straight
Circuito Normal/turn_right/20250614_095527_074978.jpg,0.045,turn_right
Circuito Medio Normal/straight/20250614_101758_620795.jpg,0.008,straight
Circuito Normal/turn_left/20250614_094020_605505.jpg,-0.085,turn_left
Circuito Normal/straight/20250614_094651_853880.jpg,0.0,straight
Maniobras/turn_right/20250621_112506_131618.jpg,0.038,turn_right
Circuito Invertido/turn_right/20250614_100905_445595.jpg,0.096,turn_right
Maniobras/straight/20250621_112427_155820.jpg,-0.014,straight
Circuito Normal/turn_left/20250614_095359_740102.jpg,-0.075,turn_left
Maniobras/turn_right/20250621_112409_118052.jpg,0.06,turn_right
Circuito Invertido/straight/20250614_100929_248522.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_095737_156994.jpg,-0.065,turn_left
Circuito Normal/straight/20250614_094719_129815.jpg,-0.03,turn_left
Circuito Invertido/turn_right/20250614_100304_229871.jpg,0.088,turn_right
Circuito Invertido/turn_right/20250614_100233_885567.jpg,0.084,turn_right
Middle Section Normal/turn_right/20250616_211007_423090.jpg,0.06,turn_right
